Unnamed: 0,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
8359,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),01:01:00,09h 00m,10:01:00,4.4,3000.0,44
8360,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),01:30:00,09h 00m,10:30:00,4.4,2500.0,51
8361,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),02:00:00,06h 00m,08:00:00,4.4,2500.0,51
8362,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),03:00:00,09h 00m,12:00:00,4.4,3000.0,42
8363,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),03:30:00,06h 00m,09:30:00,4.4,2500.0,51
8364,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),05:00:00,06h 00m,11:00:00,4.4,2500.0,44
8365,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),07:30:00,09h 00m,16:30:00,4.4,2500.0,44
8367,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),07:30:00,06h 00m,13:30:00,4.4,2500.0,44
8368,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),08:00:00,09h 00m,17:00:00,4.4,3300.0,44
8369,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),09:00:00,09h 00m,18:00:00,4.4,3000.0,30
8371,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),09:30:00,06h 00m,15:30:00,4.4,3000.0,30
8372,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),10:00:00,09h 00m,19:00:00,4.4,3850.0,42
8373,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),11:30:00,06h 00m,17:30:00,4.4,2500.0,51
8374,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),12:00:00,09h 00m,21:00:00,4.4,2500.0,51
8377,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),13:30:00,06h 00m,19:30:00,4.4,3000.0,30
8378,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:30:00,09h 00m,23:30:00,4.4,3000.0,30
8379,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),15:30:00,09h 00m,00:30:00,4.4,3300.0,51
8380,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),15:30:00,06h 00m,21:30:00,4.4,2500.0,51
8381,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:30:00,09h 00m,01:30:00,4.4,3300.0,51
8382,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00:00,09h 00m,02:00:00,4.4,2500.0,51
8383,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:30:00,06h 00m,23:30:00,4.4,2500.0,51
8384,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:30:00,09h 00m,04:30:00,4.4,2500.0,51
8385,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),20:30:00,06h 00m,02:30:00,4.4,2500.0,51
8386,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00:00,09h 00m,07:00:00,4.4,3000.0,42
8387,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:30:00,06h 00m,04:30:00,4.4,3000.0,42
8389,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30:00,09h 00m,08:30:00,4.4,2500.0,44
8390,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30:00,06h 00m,05:30:00,4.4,2500.0,44
8391,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30:00,09h 00m,08:30:00,4.4,3300.0,51
8392,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,PEPSU (Punjab) - 67161,Volvo AC Seater (2+2),06:10:00,11h 55m,18:05:00,3.8,1340.0,25
8393,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),12:15:00,11h 45m,00:00:00,3.8,1340.0,30
8394,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),15:50:00,12h 15m,04:05:00,3.8,1340.0,32
8395,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),21:00:00,13h 00m,10:00:00,4.4,3300.0,44
8396,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),04:00:00,13h 00m,17:00:00,4.4,3300.0,33
8397,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),06:00:00,13h 00m,19:00:00,4.4,3300.0,40
8398,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),20:00:00,11h 00m,07:00:00,4.4,2500.0,44
8399,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),08:03:00,11h 00m,19:03:00,4.4,3000.0,42
8400,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),20:00:00,13h 00m,09:00:00,4.4,2500.0,44
8401,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:00:00,13h 00m,03:00:00,4.4,3300.0,41
8402,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),18:00:00,13h 00m,07:00:00,4.4,3000.0,30
8403,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:00:00,13h 00m,05:00:00,4.4,3300.0,48
8404,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),08:00:00,13h 00m,21:00:00,4.4,3000.0,42
8405,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),12:00:00,13h 00m,01:00:00,4.4,3850.0,21
8406,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),10:00:00,13h 00m,23:00:00,4.4,3300.0,44
8407,Kapurthala to Delhi,https://www.redbus.in/bus-tickets/kapurthala-to-delhi,PEPSU (Punjab) - 67162,Volvo AC Seater (2+2),11:25:00,11h 05m,22:30:00,3.8,1078.0,39
8408,Kapurthala to Delhi,https://www.redbus.in/bus-tickets/kapurthala-to-delhi,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),14:22:00,11h 13m,01:35:00,3.8,1078.0,37
8409,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67079,Volvo AC Seater (2+2),03:40:00,09h 00m,12:40:00,2.6,1130.0,39
8410,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67130,Volvo AC Seater (2+2),07:45:00,08h 15m,16:00:00,2.6,1130.0,39
8411,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),12:10:00,09h 00m,21:10:00,2.6,1130.0,39
8412,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50:00,09h 00m,00:50:00,2.6,1130.0,38
8413,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00:00,09h 20m,06:20:00,2.6,1130.0,39
8414,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58:00,09h 00m,08:58:00,2.6,1130.0,37
8415,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),17:20:00,10h 35m,03:55:00,4.3,987.0,29
8416,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:50:00,10h 30m,06:20:00,4.3,779.0,32
8417,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:30:00,11h 45m,04:15:00,4.4,3300.0,50
8418,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00:00,11h 45m,09:45:00,4.4,3850.0,40
8419,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:30:00,11h 45m,02:15:00,4.4,3300.0,51
8420,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),06:00:00,11h 45m,17:45:00,4.4,3300.0,51
8421,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),04:30:00,11h 45m,16:15:00,4.4,3300.0,51
8422,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30:00,11h 45m,11:15:00,4.4,3300.0,50
8423,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),08:00:00,11h 45m,19:45:00,4.4,3300.0,51
8424,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),10:00:00,11h 45m,21:45:00,4.4,3850.0,38
8425,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:30:00,11h 45m,07:15:00,4.4,3300.0,51
8426,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),12:00:00,11h 45m,23:45:00,4.4,3300.0,51
8427,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),03:00:00,11h 45m,14:45:00,4.4,3850.0,38
8428,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),01:30:00,11h 45m,13:15:00,4.4,3300.0,48
8429,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh Transport Undertaking (CTU) - 165965,HVAC Seater (2+3),15:10:00,05h 30m,20:40:00,4.4,371.43,46
8430,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),07:50:00,04h 10m,12:00:00,4.0,600.0,48
8431,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),08:50:00,04h 10m,13:00:00,3.2,600.0,43
8432,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:00:00,03h 55m,14:55:00,3.4,600.0,49
8433,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),12:00:00,03h 50m,15:50:00,3.4,600.0,49
8434,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:05:00,04h 15m,18:20:00,3.6,600.0,49
8435,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:50:00,03h 50m,18:40:00,3.7,500.0,49
8436,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25:00,03h 45m,19:10:00,3.6,500.0,49
8437,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,NEW FATEH BUS SERVICE,Volvo A/C Semi Sleeper (2+2),16:25:00,03h 50m,20:15:00,4.4,510.0,30
8438,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55:00,03h 45m,20:40:00,3.2,600.0,45
8439,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,RATHORE TRAVELS AGENCY,AC Sleeper (2+1),18:30:00,04h 45m,23:15:00,4.8,700.0,36
8440,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:00:00,05h 30m,01:30:00,4.1,810.0,36
8441,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:00:00,05h 15m,01:15:00,3.5,666.0,36
8442,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),20:15:00,04h 45m,01:00:00,3.7,750.0,42
8443,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:30:00,05h 20m,01:50:00,4.1,770.0,36
8444,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:40:00,05h 20m,02:00:00,3.5,858.0,34
8445,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),21:15:00,04h 15m,01:30:00,3.7,850.0,42
8446,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),21:20:00,04h 10m,01:30:00,3.7,850.0,42
8447,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),21:30:00,04h 00m,01:30:00,3.5,550.0,42
8448,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,New deep bus service,Volvo Multi-Axle A/C Seater (2+2),12:35:00,04h 05m,16:40:00,2.7,571.43,20
8449,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:30:00,04h 00m,17:30:00,2.9,600.0,45
8450,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,AMBIKA MISHRA TRAVELS,AC Sleeper (2+1),20:40:00,04h 30m,01:10:00,2.6,650.0,32
8451,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),19:00:00,04h 00m,23:00:00,3.5,950.0,26
8452,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),20:30:00,04h 30m,01:00:00,3.7,1050.0,42
8453,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,Mercedes Benz A/C Sleeper (2+1),20:32:00,04h 28m,01:00:00,3.5,1050.0,42
8454,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),21:00:00,04h 30m,01:30:00,3.5,905.0,34
8455,Chandigarh to Faridkot,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Jujhar Travels,Non AC Seater (2+3),05:45:00,05h 40m,11:25:00,4.1,300.0,47
8456,Chandigarh to Faridkot,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Jujhar Travels,Non AC Seater (2+3),07:00:00,06h 00m,13:00:00,4.1,300.0,47
8457,Chandigarh to Faridkot,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),16:20:00,04h 25m,20:45:00,4.1,600.0,41
8458,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),07:50:00,02h 00m,09:50:00,3.9,200.0,48
8459,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),08:50:00,01h 35m,10:25:00,4.3,200.0,49
8460,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:00:00,01h 30m,12:30:00,3.1,200.0,49
8461,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),12:00:00,01h 30m,13:30:00,3.3,200.0,49
8462,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:30:00,01h 50m,15:20:00,3.3,200.0,45
8463,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:50:00,01h 40m,16:30:00,3.9,200.0,49
8464,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:55:00,01h 45m,15:40:00,2.5,200.0,45
8465,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25:00,01h 20m,16:45:00,2.2,200.0,49
8466,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55:00,01h 35m,18:30:00,2.7,200.0,45
8467,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:05:00,01h 20m,15:25:00,3.7,850.0,49
8468,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,NEW FATEH BUS SERVICE,Volvo A/C Semi Sleeper (2+2),16:25:00,01h 35m,18:00:00,4.5,510.0,31
8469,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 142944,Non AC Seater (2+2),06:00:00,05h 00m,11:00:00,3.7,285.0,35
8470,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 147264,AC Seater (2+2),06:30:00,06h 05m,12:35:00,3.2,331.0,41
8471,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram (C.T),A/C Seater / Sleeper (2+2),08:10:00,06h 50m,15:00:00,3.2,499.0,46
8472,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram (C.T),A/C Seater / Sleeper (2+2),08:20:00,07h 40m,16:00:00,3.2,499.0,40
8473,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram (C.T),NON A/C Seater (2+2),14:10:00,06h 50m,21:00:00,3.2,500.0,28
8474,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram (C.T),NON A/C Seater (2+2),14:50:00,07h 00m,21:50:00,3.2,450.0,28
8475,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),20:28:00,05h 32m,02:00:00,3.4,450.0,6
8476,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:20:00,06h 40m,05:00:00,3.5,550.0,54
8477,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:00:00,05h 30m,12:30:00,0.0,416.0,42
8478,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:12:00,05h 18m,12:30:00,0.0,416.0,42
8479,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:20:00,05h 10m,12:30:00,0.0,416.0,42
8480,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:25:00,05h 20m,12:45:00,0.0,416.0,42
8481,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:32:00,05h 18m,12:50:00,0.0,416.0,42
8482,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),07:37:00,05h 23m,13:00:00,0.0,416.0,42
8483,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),08:12:00,05h 18m,13:30:00,0.0,416.0,42
8484,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Saurabh Travels,A/C Seater Push Back (2+2),08:41:00,05h 09m,13:50:00,0.0,416.0,42
8485,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),09:30:00,06h 30m,16:00:00,1.9,500.0,60
8486,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Vivek Travels,A/C Seater (2+2),13:25:00,07h 00m,20:25:00,0.0,450.0,45
8487,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Vivek Travels,A/C Seater / Sleeper (2+2),13:30:00,07h 00m,20:30:00,0.0,400.0,72
8488,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,V.I.P Travels,A/C Seater / Sleeper (2+2),21:40:00,06h 00m,03:40:00,2.8,350.0,61
8489,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),22:40:00,05h 20m,04:00:00,2.8,405.0,28
8490,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,V.I.P Travels,Tata A/C Seater (2+2),23:30:00,05h 30m,05:00:00,2.8,350.0,38
8491,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,16:30:00,16h 00m,08:30:00,2.6,1200.0,44
8492,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,ROYAL TRAVELS AND CARGO,A/C Seater / Sleeper (2+2),17:30:00,15h 00m,08:30:00,2.4,1096.0,36
