,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
7101,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Om Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),18:30,06h 15m,00:45,4.4,INR 999,28 Seats available
7102,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,04h 40m,23:10,5.0,1480,30 Seats available
7103,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,04h 45m,23:15,"4.9
5",INR 1250,33 Seats available
7104,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,06h 34m,01:04,4.3,INR 840,30 Seats available
7105,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Vaari Travels,A/C Sleeper (2+1),19:00,05h 30m,00:30,4.2,INR 1700,21 Seats available
7106,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Moksha Travels,A/C Sleeper (2+1),19:05,05h 55m,01:00,4.1,INR 990,18 Seats available
7107,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,National travels,Bharat Benz A/C Sleeper (2+1),19:05,07h 40m,02:45,3.4,INR 1550,32 Seats available
7108,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,03h 15m,22:30,"4.3
7",1700,41 Seats available
7109,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,PRAMUKH TRAVELS,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,04h 00m,23:15,4.7,1044,31 Seats available
7110,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,November Travels,Bharat Benz A/C Sleeper (2+1),19:20,05h 55m,01:15,4.3,INR 800,32 Seats available
7111,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,04h 00m,23:30,3.4,INR 750,33 Seats available
7112,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,NATIONAL TRAVELS NTA,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,04h 29m,23:59,3.6,INR 3000,41 Seats available
7113,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vikram Travels,A/C Sleeper (2+1),19:40,04h 50m,00:30,4.1,INR 799,22 Seats available
7114,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,05h 00m,01:00,5.0,INR 1420,24 Seats available
7115,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BSR Tours And Travels,A/C Sleeper (2+1),20:00,05h 00m,01:00,"5.0
8",INR 890,18 Seats available
7116,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Jabbar Travels,NON AC Seater / Sleeper 2+1,20:00,05h 00m,01:00,"3.2
7",INR 526,18 Seats available
7117,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,05h 30m,01:30,4.3,INR 4500,42 Seats available
7118,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Srivastav Travels,A/C Sleeper (2+1),20:00,05h 15m,01:15,3.6,INR 819,31 Seats available
7119,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),20:00,03h 55m,23:55,4.1,INR 900,20 Seats available
7120,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,05h 45m,01:45,4.3,INR 1199,25 Seats available
7121,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,JBT TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,05h 45m,01:45,3.3,INR 699,24 Seats available
7122,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,JBT TRAVELS,NON A/C Sleeper (2+1),20:00,05h 30m,01:30,3.6,INR 699,13 Seats available
7123,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,05h 25m,01:25,3.8,INR 3299,30 Seats available
7124,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,05h 30m,01:30,4.3,INR 1200,29 Seats available
7125,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,05h 25m,01:25,3.8,INR 3499,30 Seats available
7126,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,05h 30m,01:30,3.8,INR 2499,30 Seats available
7127,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Jagan Travels,A/C Sleeper (2+1),20:00,05h 00m,01:00,4.1,INR 994,14 Seats available
7128,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,05h 30m,01:30,4.3,INR 1475,35 Seats available
7129,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,05h 01m,01:16,4.1,1110,15 Seats available
7130,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,05h 01m,01:16,4.1,INR 760,34 Seats available
7131,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,05h 01m,01:16,4.1,850,37 Seats available
7132,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,National travels,Scania AC Multi Axle Sleeper (2+1),20:15,06h 30m,02:45,3.4,INR 810,28 Seats available
7133,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,05h 05m,01:25,4.1,INR 850,24 Seats available
7134,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,04h 40m,01:00,4.1,INR 799,22 Seats available
7135,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Intercity travels,A/C Sleeper (2+1),20:30,04h 30m,01:00,4.5,INR 999,25 Seats available
7136,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,PMR Express,A/C Sleeper (2+1),20:30,06h 40m,03:10,4.1,INR 1650,28 Seats available
7137,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KSM Roadways,Bharat Benz A/C Sleeper (2+1),20:45,15h 25m,12:10,4.7,INR 1299,25 Seats available
7138,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:45,03h 45m,00:30,4.3,INR 899,20 Seats available
7139,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,ORM Tours and Travels,A/C Sleeper (2+1),20:45,05h 15m,02:00,"3.8
7",INR 800,30 Seats available
7140,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Kaveri Travels,A/C Sleeper (2+1),21:00,03h 45m,00:45,3.7,INR 900,28 Seats available
7141,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,VRCR(AMKGN) Travels,NON A/C Sleeper (2+1),21:00,03h 30m,00:30,4.1,INR 1000,23 Seats available
7142,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,04h 30m,01:30,4.7,INR 1599,24 Seats available
7143,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BSR Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:00,05h 15m,02:15,5.0,INR 1080,29 Seats available
7144,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TVK TRAVELS,Bharat Benz A/C Sleeper (2+1),21:05,05h 25m,02:30,4.6,INR 1199,28 Seats available
7145,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,November Travels,A/C Seater / Sleeper (2+1),21:10,05h 20m,02:30,4.3,INR 600,38 Seats available
7146,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),21:10,05h 30m,02:40,3.6,INR 499,30 Seats available
7147,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,SRI AVANI,Non A/C Seater / Sleeper (2+1),21:10,06h 20m,03:30,"4.4
10",INR 450,29 Seats available
7148,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,DK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),21:10,05h 20m,02:30,"4.6
10",INR 935,43 Seats available
7149,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Al madeena Travels,A/C Sleeper (2+1),21:15,06h 30m,03:45,3.8,INR 850,24 Seats available
7150,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,NON A/C Sleeper (2+1),21:15,06h 15m,03:30,5.0,INR 1000,36 Seats available
7151,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,06h 30m,03:45,3.8,INR 550,31 Seats available
7152,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KK Travels,Non A/C Seater / Sleeper (2+1),21:15,06h 00m,03:15,3.7,INR 660,40 Seats available
7153,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:20,05h 30m,02:50,"4.1
8",INR 444,25 Seats available
7154,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:20,05h 40m,03:00,3.4,INR 510,29 Seats available
7155,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 10m,03:30,5.0,INR 500,44 Seats available
7156,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:20,05h 39m,02:59,"4.8
15",INR 444,39 Seats available
7157,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BABA TRAVELS,NON A/C Sleeper (2+1),21:25,05h 05m,02:30,3.7,INR 3000,30 Seats available
7158,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,05h 05m,02:30,"4.5
16",INR 399,37 Seats available
7159,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,05h 05m,02:30,"3.6
4",INR 399,33 Seats available
7160,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KMR Travels,Non A/C Seater / Sleeper (2+1),21:30,04h 45m,02:15,3.5,INR 400,28 Seats available
7161,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Krishna Travels,A/C Sleeper (2+1),21:30,05h 00m,02:30,3.6,INR 800,32 Seats available
7162,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,"5.0
6",INR 600,28 Seats available
7163,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,04h 15m,01:45,3.4,INR 500,34 Seats available
7164,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,SKYLITE TRAVELS,A/C Sleeper (2+1),21:30,04h 30m,02:00,4.2,INR 1400,11 Seats available
7165,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05h 00m,02:30,3.6,INR 1100,33 Seats available
7166,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,5.0,INR 700,35 Seats available
7167,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,SRS Travels,NON AC Seater / Sleeper 2+1,21:30,03h 30m,01:00,3.1,INR 550,30 Seats available
7168,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 00m,03:30,5.0,INR 600,40 Seats available
7169,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,3.7,INR 500,34 Seats available
7170,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,06h 00m,03:30,3.6,INR 1100,29 Seats available
7171,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,A/C Sleeper (2+1),21:30,05h 00m,02:30,3.6,INR 900,23 Seats available
7172,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,SLC Road Lines,A/C Sleeper (2+1),21:30,04h 50m,02:20,3.3,INR 1699,1 Seat available
7173,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Amala Travels,Non A/C Seater / Sleeper (2+1),21:40,04h 50m,02:30,New,INR 400,29 Seats available
7174,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Srinivasa Travels,NON A/C Executive (2+1),21:40,05h 30m,03:10,"4.3
10",509,31 Seats available
7175,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:45,04h 15m,02:00,4.0,INR 1249,26 Seats available
7176,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,NON A/C Sleeper (2+1),21:45,05h 45m,03:30,5.0,INR 700,27 Seats available
7177,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,05h 15m,03:00,3.7,INR 500,30 Seats available
7178,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Dwaraka Travels,Non AC Seater (2+2),21:50,05h 41m,03:31,"3.7
23",INR 450,25 Seats available
7179,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Madhavi Travels,Non A/C Seater / Sleeper (2+1),21:50,04h 10m,02:00,3.7,INR 550,28 Seats available
7180,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,4.2,INR 660,31 Seats available
7181,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,A/C Sleeper (2+1),21:50,05h 10m,03:00,4.2,INR 999,20 Seats available
7182,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:50,04h 00m,01:50,"3.4
9",INR 400,23 Seats available
7183,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,4.2,INR 700,30 Seats available
7184,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,A/C Sleeper (2+1),21:50,05h 40m,03:30,4.2,INR 999,23 Seats available
7185,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Meghana Travels,A/C Sleeper (2+1),21:50,05h 40m,03:30,3.0,INR 949,24 Seats available
7186,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Meghana Travels,Non A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,3.0,INR 500,35 Seats available
7187,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,A/C Sleeper (2+1),21:50,05h 10m,03:00,4.2,INR 1300,26 Seats available
7188,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Maheswari Travels,A/C Sleeper (2+1),21:55,04h 35m,02:30,4.3,INR 699,28 Seats available
7189,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Srinivasa Travels,A/C Sleeper (2+1),21:55,05h 35m,03:30,4.3,740,16 Seats available
7190,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,BISMILLAH TRAVELS,A/C Sleeper (2+1),22:00,05h 00m,03:00,3.8,INR 2500,30 Seats available
7191,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vasavi travels,Non A/C Seater / Sleeper (2+1),22:00,05h 15m,03:15,3.7,INR 444,39 Seats available
7192,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Aditya Logistics,A/C Sleeper (2+1),22:00,03h 30m,01:30,4.2,INR 850,24 Seats available
7193,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:00,04h 30m,02:30,4.7,INR 1599,26 Seats available
7194,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sadiq Tours and Travels,A/C Sleeper (2+1),22:00,05h 00m,03:00,3.3,INR 1000,23 Seats available
7195,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KNR TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,4.6,INR 500,32 Seats available
7196,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,A/C Sleeper (2+1),22:00,05h 00m,03:00,5.0,INR 900,34 Seats available
7197,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:00,04h 30m,02:30,3.8,INR 550,36 Seats available
7198,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vasavi travels,Non A/C Seater / Sleeper (2+1),22:00,04h 30m,02:30,3.7,INR 444,40 Seats available
7199,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.7,INR 500,44 Seats available
7200,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,03h 45m,01:45,3.4,INR 809,34 Seats available
7201,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Megha Travels,Non A/C Seater / Sleeper (2+1),22:00,04h 00m,02:00,3.7,INR 550,31 Seats available
7202,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),22:00,05h 30m,03:30,4.2,INR 660,5 Seats available
7203,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KK Travels,A/C Sleeper (2+1),22:00,05h 40m,03:40,3.5,INR 1090,27 Seats available
7204,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.7,INR 1400,46 Seats available
7205,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Dwaraka Travels,AC Sleeper (2+1),22:00,05h 29m,03:29,"4.4
8",INR 650,9 Seats available
7206,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.6,INR 500,39 Seats available
7207,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04h 30m,02:30,3.6,INR 500,35 Seats available
7208,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vasavi travels,A/C Sleeper (2+1),22:00,04h 30m,02:30,3.7,INR 800,27 Seats available
7209,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Geetha Bus Travels,NON A/C Sleeper (2+1),22:05,05h 25m,03:30,"4.6
5",INR 610,32 Seats available
7210,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:10,05h 05m,03:15,5.0,INR 600,39 Seats available
7211,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,03h 50m,02:00,3.7,INR 650,30 Seats available
7212,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,A/C Sleeper (2+1),22:15,04h 45m,03:00,5.0,INR 900,38 Seats available
7213,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 15m,02:30,5.0,INR 500,36 Seats available
7214,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Vasavi travels,A/C Sleeper (2+1),22:15,04h 15m,02:30,3.7,INR 800,27 Seats available
7215,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,DLT BUS,A/C Sleeper (2+1),22:15,03h 45m,02:00,"3.7
4",INR 849,18 Seats available
7216,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Maahi Metro,A/C Sleeper (2+1),22:15,04h 46m,03:01,4.2,INR 699,19 Seats available
7217,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),22:30,03h 30m,02:00,3.2,664,27 Seats available
7218,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,GOWTHAMI TOURS AND TRAVELS,NON A/C Sleeper (2+1),22:30,03h 30m,02:00,3.2,617,20 Seats available
7219,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sudheer Travels,A/C Sleeper (2+1),22:30,03h 30m,02:00,"4.9
6",INR 660,20 Seats available
7220,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sudheer Travels,NON A/C Sleeper (2+1),22:30,03h 30m,02:00,4.9,INR 800,18 Seats available
7221,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sree sivasankar Travels,NON A/C Seater (2+2),22:30,05h 00m,03:30,4.1,INR 600,28 Seats available
7222,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KSM Roadways,Bharat Benz A/C Sleeper (2+1),22:45,03h 30m,02:15,4.7,INR 2199,36 Seats available
